Orbital Period(Hr),Eccentricity,Transit_duration(Hr),Transist dept(ppm),Planet star radius ratio,Planet radius (Earth Radius),Orbital Semi major axis(au),inclination(degree),planet star distance over star radius,stellar effective temperature(K),Stellar radius(solar radius),Stellar mass(solar mass)
0.575925434,0,2.4676,137000,0.512661,38.24,0.0118,68.35,2.4521,5461,0.683,0.656
0.576078683,0,1.63253,10100,0.260658,23.23,0.0131,55.71,1.976,5693,0.816,0.911
0.57627248,,1.75,,,,,,,,,
0.576441813,0,2.027,60.8,0.007205,0.82,0.0138,88.24,2.264,6459,1.038,1.042
0.576732089,0,1.856,35.4,0.005496,0.43,0.0121,76.19,2.17,4524,0.717,0.707
0.577369336,0,1.0852,400,0.01816,1.42,0.0125,89.56,4.179,5255,0.716,0.776
0.577844035,0,4.291,320,0.212412,18.93,0.0131,11.94,1.221,5693,0.816,0.911
0.577910513,0,1.362,144,0.011109,1.1,0.0134,83.26,3.125,5730,0.908,0.96
0.579108481,0,1.659,68.4,0.007737,0.42,0.0109,80.36,2.532,4604,0.501,0.514
0.579516759,0,1.342,27,0.005026,0.6,0.014,76.21,2.68,6339,1.102,1.075
0.579770948,0,1.0377,468,0.025773,2.4,0.0135,60.95,1.949,5561,0.854,0.968
0.580724809,0,1.82,64.2,0.007401,0.75,0.0136,83.11,2.435,5989,0.933,0.986
0.580725004,0,2.071,105,0.009278,0.85,0.013,86.48,2.226,5471,0.841,0.874
0.582895412,0,1.0528,588,0.053285,5.87,0.014,51.38,1.619,6263,1.009,1.068
0.584148495,0,1.6192,66.2,0.007715,0.87,0.013,75.84,2.387,5427,1.031,0.861
0.584310213,0,2.1801,809,0.240239,23.09,0.0136,26.1,1.346,5783,0.88,0.977
0.585940879,0,4.6979,1940,0.305249,26.57,0.0132,18.42,1.322,5459,0.797,0.893
0.58640848,0,2.616,61.3,0.007074,0.48,0.0119,78.38,1.747,4556,0.615,0.669
0.58675746,0,1.508,144,0.194394,19.91,0.0139,22.84,1.284,5942,0.938,1.028
0.58730021,,0.82,,,,,,,,,
0.587470828,0,2.4382,194,0.175174,51.02,0.0147,16.62,1.212,5787,2.667,1.236
0.587938916,0,1.40211,7340,0.370942,29.98,0.0122,54.81,2.181,5237,0.74,0.698
0.588001053,0,1.1451,297,0.015848,0.99,0.0114,83.78,3.72,3814,0.57,0.576
0.589049151,0,2.25397,62000,0.469243,39.51,0.0122,61.81,2.3163,5592,0.771,0.703
0.589376952,0,1.71,80.7,0.008399,0.93,0.0138,78.32,2.426,5714,1.015,1.007
0.589458602,0,0.8278,158,0.011524,0.98,0.0124,89.11,5.514,5286,0.776,0.722
0.589753355,0,0.606,216,0.013925,1.03,0.0125,87.47,7.18,5414,0.678,0.759
0.590281548,0,2.72,21.6,0.004709,0.68,0.0137,53.12,1.335,6124,1.315,0.991
0.591280187,0,1.1656,135,0.01087,1.3,0.0146,83.81,3.67,6246,1.092,1.18
0.591914504,0,1.0225,1060,0.380366,27.21,0.0123,46.21,1.942,5122,0.655,0.713
0.592243731,0,1.386,3990,0.104857,6.77,0.0116,59.16,1.9239,4920,0.591,0.588
0.592562969,0,3.0869,1550,0.295765,25.97,0.0133,22.94,1.359,5728,0.804,0.896
0.592618966,0,0.811,91.4,0.008852,0.86,0.0137,89.15,5.64,5926,0.887,0.978
0.594003994,0,5.557,25.4,0.004786,1.55,0.0174,59.59,0.9888,8596,2.968,1.994
0.594274521,0,2.162,4690,0.070839,8.7,0.0147,60.42,1.688,6321,1.125,1.207
0.594276199,0,2.0188,221000,3.665677,266.99,0.012,53.29,6.77,4756,0.667,0.65
0.594310785,0,0.9994,113,0.009817,0.91,0.0135,87.98,4.57,5931,0.845,0.933
0.59586463,,1.5,,,,,,,,,
0.596087893,0,0.7159,105,0.009606,1.92,0.0148,87.38,6.196,6049,1.827,1.209
0.597018404,0,0.4778,245,0.015774,1.09,0.0122,87.12,8.77,4985,0.63,0.688
0.597933142,0,3.47133,284000,0.581098,63.46,0.0139,73.21,2.196,5780,1,1
0.597933473,0,1.918,106,0.009816,1.24,0.0147,74.7,2.132,6543,1.159,1.181
0.597934463,0,3.1225,515,0.246208,23.2,0.0136,17.01,1.28,6052,0.863,0.94
0.602277579,0,2.38,34.6,0.005841,0.78,0.0139,61.31,1.549,6510,1.228,0.992
0.603086711,0,1.0869,1240,0.290753,36,0.0147,47.44,1.85,6353,1.134,1.174
0.603351522,0,0.8358,164,0.012153,3.91,0.0161,84.75,5.02,6240,2.948,1.515
0.604358764,0,1.0423,38700,0.499189,23.28,0.0106,73.47,4.21,3569,0.427,0.439
0.604755462,0,1.3741,335,0.016228,1.29,0.013,89.35,3.4653,4842,0.726,0.815
0.605223042,0,0.8986,232,0.013804,1.14,0.0128,88.8,5.22,5089,0.757,0.757
0.605556082,0,1.2399,102,0.009338,0.86,0.0137,87.32,3.757,6123,0.846,0.941
0.607191908,0,1.30166,17400,0.169749,12.44,0.0122,70.72,2.7778,5370,0.671,0.649
0.607538435,0,5.549,34.9,0.007279,1.34,0.0159,10.89,1.002,7076,1.691,1.467
0.608074963,0,0.879,118,0.010073,1.15,0.0145,88.82,5.34,6309,1.044,1.096
0.60818508,0,0.909,145,0.843141,96.03,0.0137,26.59,2.05,5981,1.043,0.933
0.60886299,0,1.27896,2020,0.348326,158.5,0.0153,47.3,1.908,5022,4.167,1.298
0.609125246,0,0.655,139,0.011036,0.96,0.0135,88.02,7,5595,0.796,0.89
0.609662423,0,4.24033,141000,0.443554,110.14,0.0169,62.31,1.7192,7498,2.274,1.735
0.609668222,0,2.836,288,0.015206,1.35,0.0137,85.62,1.764,5296,0.815,0.911
0.609926502,0,1.2529,134,0.010654,1.12,0.0144,86.28,3.703,5936,0.965,1.075
0.612888148,0,2.822,43.1,0.006237,0.93,0.0154,70.46,1.596,6720,1.368,1.294
0.614083885,0,0.9817,390,0.01832,2.55,0.0156,88.76,4.877,6521,1.276,1.334
0.614701901,0,0.947,132,0.010403,0.82,0.0126,87.09,4.91,4954,0.724,0.699
0.61496383,0,1.93053,358000,0.618606,44.79,0.0123,82.51,3.8819,4509,0.663,0.656
0.61566096,0,2.669,13.9,0.003453,0.84,0.0159,85.02,1.85,6619,2.23,1.408
0.615787196,0,3.067,111,0.010423,3.5,0.0158,56.72,1.349,6315,3.075,1.381
0.616343903,0,0.7656,161,0.011757,1.72,0.0151,89.62,6.24,6045,1.34,1.205
0.616386349,0,0.8136,79.4,0.008252,2.94,0.0162,87.73,5.72,5665,3.266,1.478
0.618060842,0,1.892,25.1,0.005856,0.51,0.0128,43.32,1.298,5339,0.793,0.731
0.61810542,0,6.666,12300,0.381399,39.52,0.0134,22.92,1.3367,5371,0.949,0.83
0.618952198,0,2.8244,8320,0.391534,4.96,0.0065,36.86,1.603,2661,0.116,0.094
0.619023176,0,1.496,77.9,0.008093,0.79,0.0142,82.63,3.02,5395,0.891,0.995
0.619303759,0,6.6038,74.5,0.025613,4.71,0.016,9.2,1.025993,7138,1.684,1.419
0.619618218,0,1.2517,50.3,0.006476,3.34,0.0169,83.74,3.57259,5180,4.717,1.673
0.620739667,0,2.477,108,0.167382,29.28,0.0154,14.24,1.195,6559,1.602,1.277
0.621361411,0,1.0628,45,0.0062,1.12,0.0148,89.78,4.53,6234,1.66,1.116
0.622303871,0,1.84,80.9,0.008318,0.77,0.0129,82.34,2.54,5672,0.853,0.742
0.62240698,0,1.186,156,0.011583,1.63,0.0157,88.81,4.08,6661,1.29,1.33
0.623393802,0,1.40392,30200,0.404339,28.21,0.0123,68.18,3.058,4330,0.639,0.632
0.623441636,0,1.46001,19300,0.408688,29.19,0.0123,63.03,2.667,5319,0.654,0.638
0.623441939,0,1.4053,128,0.044292,13.89,0.0156,32.41,1.216,5385,2.871,1.309
0.6243875,0,1.92102,36900,0.436347,29.45,0.0122,61.97,2.4615,5211,0.618,0.612
0.624677585,0,2.411,37.3,0.005852,1.28,0.0188,73.63,1.852,9653,1.996,2.256
0.626281766,0,1.1812,433,0.019583,1.76,0.0133,81.02,3.547,4922,0.823,0.79
0.626431697,0,2.0171,37200,0.432421,34.05,0.0127,61.43,2.39,5134,0.721,0.688
0.629001455,0,1.263,14.7,0.003604,0.81,0.016,84.2,3.61,6739,2.059,1.375
0.62927655,0,0.9698,840,0.04355,4.64,0.0136,61.38,2.04,5628,0.976,0.85
0.630539713,0,1.7407,240,0.215782,21.07,0.0138,24.8,1.322,5458,0.894,0.884
0.631106722,0,0.9942,49.2,0.006393,0.63,0.0135,87.69,4.83,5400,0.898,0.816
0.63133171,0,1.1487,435,0.020758,1.2,0.0116,76.59,3.13,4441,0.53,0.526
0.631795416,0,1.0703,145,0.011358,1.88,0.0155,84.05,4.18,6414,1.519,1.256
0.633514386,0,1.2792,179,0.01202,0.81,0.0122,86.49,3.779,4330,0.618,0.61
0.634003002,0,0.9207,317,0.016444,1.35,0.0136,85.82,5.03,5226,0.75,0.84
0.634131057,0,2.851,27.1,0.004806,0.58,0.0144,87.09,1.805,6428,1.109,0.992
0.634946497,0,2.40541,427000,0.655382,52.75,0.013,82.49,3.382,4446,0.737,0.729
0.635069939,0,2.07171,33100,0.499997,57.77,0.015,58,2.359,6340,1.058,1.106
0.635441862,0,1.9827,148000,0.515605,56.3,0.0145,74.39,3.24,5780,1,1
0.635445336,0,1.8592,2550,0.316337,19,0.0119,40.74,1.654,3920,0.55,0.554
0.635587392,0,4.7,148,0.162777,28.58,0.015,10.08,1.169,5671,1.608,1.121
0.63624396,,4,,,,,,,,,
0.636424848,0,0.947,218,0.013529,1.31,0.0144,86.33,4.981,5343,0.885,0.988
0.637487312,0,1.9626,211,0.014823,1.75,0.0147,62.54,1.757,6173,1.083,1.045
0.638162933,0,1.2313,110,0.009427,0.91,0.0135,88.69,4.024,5244,0.888,0.808
0.638437699,0,0.3028,287,0.027548,2.48,0.0141,83.43,7.91,5073,0.824,0.922
0.638697833,0,5.1609,141000,1.258352,162.15,0.0156,42.83,2.395646,6424,1.18,1.242
0.63938062,0,1.2067,308,0.391944,51.53,0.0155,31.26,1.611,6607,1.204,1.224
0.639721284,0,2.69771,466000,0.682637,46.59,0.0123,82.61,3.1409,4794,0.625,0.612
0.641069613,0,1.033,78.6,0.008191,0.86,0.0143,89.27,4.81,6077,0.961,0.953
0.64234865,0,2.1184,39600,0.29825,25.76,0.0136,65.02,2.29,5441,0.791,0.814
0.64234875,0,1.3699,104,0.009846,2.78,0.0174,77.7,2.941,7089,2.584,1.693
0.643002821,0,1.02608,2670,0.325502,36.82,0.0136,57.37,2.338,5681,1.036,0.807
0.643007769,0,0.69,68.1,0.007706,0.35,0.011,89.9,7.2,3925,0.421,0.432
0.643171495,0,2.31285,41200,0.500324,54.03,0.0139,58.03,2.292,5899,0.989,0.869
0.643468999,0,1.1108,108,0.009608,0.88,0.0132,86.5,4.355,5670,0.843,0.732
0.643703667,0,0.801,172,0.012176,1.48,0.0148,89.67,6.238,6161,1.114,1.038
0.643794198,0,1.5662,457,0.215255,19.51,0.0142,31.89,1.405,5958,0.83,0.917
0.644322147,0,0.893,1080,0.365023,24.39,0.0124,53.29,2.206,5136,0.612,0.608
0.645850521,0,1.2082,54.9,0.006914,0.69,0.0136,82.58,3.69,5381,0.911,0.806
0.64585177,0,1.97644,309000,1.010664,51.1,0.0115,75.01,4.4,4399,0.463,0.48
0.646523404,0,3.917,25.2,0.004755,0.85,0.0167,68.09,1.324,7257,1.631,1.487
0.646745436,0,1.188,116,0.012277,1.49,0.0154,58.91,1.823,6325,1.112,1.157
0.648772102,0,2.614,31.1,0.005062,2.6,0.016,78.78,1.894,4973,4.708,1.306
0.648774274,0,2.643,231,0.013565,1.08,0.013,87.76,1.989,5026,0.729,0.701
0.648775795,0,4.34648,109000,0.490732,41.58,0.0136,57.03,1.7665,5143,0.776,0.796
0.648868342,0,2.82428,34800,0.434552,72.32,0.0152,52.61,1.93,6531,1.524,1.117
0.650701055,0,0.89164,371000,0.696827,281.62,0.0217,87.52,9.2509,10921,3.701,3.235
0.651731691,0,2.4602,20500,0.447326,71.9,0.0142,50.43,1.97,5791,1.472,0.89
0.651784374,0,2.0141,2780,0.290399,33.65,0.0146,40.22,1.603,5555,1.061,0.975
0.65244373,0,1.471,611,0.02252,2.17,0.0141,87.81,3.488,5638,0.883,0.875
0.652956712,0,0.627,50,0.006637,0.76,0.0151,88.08,7.77,5812,1.055,1.065
0.65355361,0,1.63,4600,0.318427,22.95,0.0129,50.98,1.947,4550,0.66,0.666
0.655001616,0,1.8136,271,0.139253,31.77,0.0168,26.85,1.257,6426,2.089,1.466
0.655094658,0,6.159,372,0.238988,26.41,0.0153,9.25,1.236,6063,1.012,1.117
0.655939788,0,1.318,73,0.007708,1.48,0.0145,85.34,3.71,4968,1.755,0.944
0.656201038,0,4.17901,175000,1.033681,112.77,0.0152,53.45,2.416,6025,0.999,1.08
0.659299289,0,0.6908,1120,0.328292,30.54,0.0142,61.88,2.72,5791,0.852,0.885
0.66062715,0,4.56,249,0.222599,26.13,0.0154,11.23,1.232,6322,1.075,1.124
0.660629055,0,5.894,232,0.187495,17.38,0.0145,9.79,1.19,6024,0.849,0.934
0.660655454,0,7.111,567,0.126701,16.81,0.0161,12.91,1.127,6520,1.215,1.279
0.660663034,0,2.81,134,0.010652,1.32,0.0157,89.26,1.911,6353,1.134,1.174
0.661749944,0,4.112,216,0.182858,23.92,0.0161,12.16,1.195,6363,1.198,1.273
0.66234265,0,1.049,2360,0.047016,5.13,0.0149,81.16,4.11,5780,1,1
0.662457501,0,1.527,64.1,0.035206,8.3,0.016,26.28,1.142,6425,2.16,1.237
0.663085361,0,1.1522,323,0.019059,1.6,0.0141,71.76,2.69,5172,0.767,0.878
0.664074145,0,1.0925,213,0.013695,1.19,0.0143,82.63,4.09,5178,0.797,0.896
0.664727127,0,1.561,16.2,0.003748,0.46,0.0149,82.91,3.09,6143,1.116,1.001
0.665025941,0,1.7542,105,0.009533,1.11,0.0153,80.48,2.71,5884,1.07,1.07
0.66573903,,1.27,,,,,,,,,
0.66682654,0,0.7847,512,0.024547,1.49,0.0123,76.88,3.77,3993,0.554,0.556
0.668483494,0,2.4129,723000,1.270693,138.76,0.015,80.64,4.754,5780,1,1
0.668483615,0,2.0909,2900,0.333884,29.53,0.0145,39.03,1.634,5546,0.81,0.907
0.66882716,0,1.069,68.2,0.007591,124.42,0.0231,82.98,4.2,3711,150.091,3.686
0.669310092,0,1.6274,132,0.010342,1.13,0.0149,87.19,3.1933,5475,1.003,0.977
0.673141323,0,0.921,230,0.013791,1.29,0.0148,88.81,5.66,5461,0.858,0.957
0.673684895,0,1.161,51.1,0.006769,0.7,0.0147,81.77,3.82,5645,0.951,0.936
0.675650404,0,1.8261,201,0.012949,1.36,0.0153,89.41,2.923,5966,0.961,1.049
0.676715927,0,0.63,265,0.016128,1.29,0.0135,84.2,6.45,5334,0.733,0.712
0.676990194,0,1.69459,20500,0.420848,37.5,0.0146,61.44,2.558,5813,0.816,0.903
0.677374687,0,1.8361,76.7,0.007964,0.9,0.015,87.38,2.8794,5718,1.037,0.974
0.677761275,0,3.7085,878,0.237792,22.15,0.0148,19.77,1.28,5699,0.853,0.95
0.678137665,0,1.00718,885,0.295257,30.37,0.0146,49.55,1.947,6429,0.942,0.91
0.678349364,0,3.092,486,0.210526,19.06,0.0147,19.79,1.261,5569,0.829,0.928
0.679336747,0,1.2188,241,0.014073,1.4,0.0148,87.19,4.269,5440,0.913,0.942
0.681137796,0,2.7287,105000,0.484918,45.75,0.0141,66.72,2.449,5872,0.864,0.811
0.681180633,0,0.8844,156,0.011435,2.97,0.0146,86.88,5.7,4939,2.377,0.889
0.681401611,0,0.865,104,0.009444,1.07,0.0157,88.6,6.04,6173,1.041,1.104
0.683082998,0,4.409,143,0.011709,9.92,0.0225,54.82,1.204,8247,7.762,3.253
0.68396452,,1.3,,,,,,,,,
0.684496369,0,2.263,28.4,0.004997,1.12,0.0158,76.44,2.137,5800,2.053,1.129
0.686994057,0,3.5252,2800,0.323275,35.3,0.0153,27.08,1.416,5780,1,1
0.687004402,0,3.829,93.7,0.009437,2.89,0.017,58.12,1.304,6240,2.803,1.385
0.687506554,0,1.441,130,0.010109,8.73,0.0147,88.69,3.716,4643,7.906,0.898
0.687739345,0,0.1866,37.6,0.009357,1.53,0.0168,89.38,26.03,6823,1.493,1.332
0.687772143,0,2.56725,40400,0.454182,46.27,0.0143,57.79,2.1877,5885,0.933,0.821
0.687895191,0,2.4233,463,0.019013,1.35,0.0131,89.54,2.2898,4478,0.651,0.637
0.687898282,0,3.96401,294000,0.509016,55.58,0.0153,81.08,2.17425,5780,1,1
0.689210173,0,1.6169,195,0.012649,1.32,0.0156,87.33,3.315,5630,0.954,1.064
0.689967868,0,1.1688,123,0.009888,0.78,0.0141,88.5,4.561,4872,0.726,0.814
0.690405794,0,1.7407,178,0.012128,1.04,0.0138,84.65,3.013,5204,0.786,0.736
0.691561191,0,5.23,1900,0.092307,5.91,0.0128,24.64,1.123,4892,0.586,0.583
0.691666384,0,1.9603,35.6,0.005641,0.58,0.0144,76.6,2.383,5687,0.943,0.83
0.691823991,0,5.965,166,0.011667,1.23,0.0145,68.75,0.977,5226,0.962,0.857
0.692015479,0,1.1315,4520,0.355752,19.31,0.0122,60.86,2.6,3752,0.497,0.503
0.692239369,0,2.91121,63000,0.452116,67.05,0.0149,60.09,2.154,6163,1.358,0.922
0.692693892,0,1.2804,1430,0.308137,32.44,0.0156,47.81,1.883,5907,0.964,1.048
0.692807507,0,1.49242,25300,0.425253,46.44,0.0154,66.75,3.031,5780,1,1
0.692978457,0,1.1366,61,0.008898,2.24,0.0165,61.66,1.977,6105,2.304,1.235
0.693842661,0,1.6197,49.3,0.00636,0.83,0.0148,86.59,3.287,5457,1.196,0.903
0.694611128,0,1.115,98.8,0.008866,0.64,0.0137,87.88,4.76,4612,0.662,0.726
0.695954898,0,1.469,318,0.016553,2.58,0.0168,88.4,3.7096,6737,1.425,1.303
0.696125302,0,2.0054,15000,0.386422,28.44,0.0133,55.84,2.17,5245,0.674,0.652
0.696286519,0,3.194,121,0.014139,1.34,0.0152,23.45,1.074,5904,0.867,0.958
0.696290095,0,3.839,121,0.133357,12.63,0.0152,11.93,1.147,5904,0.867,0.958
0.697996932,0,4.3323,9090,0.369714,28.06,0.0141,32.38,1.473,5176,0.695,0.768
0.698359996,0,1.4959,774,0.277516,28.97,0.0156,38.82,1.6,5761,0.956,1.035
0.698461304,0,0.7887,134,0.010803,14.81,0.02,85.71,6.13,4676,12.558,2.17
0.699985822,0,3.02633,389000,0.585308,46.27,0.0143,84.51,2.9236,5264,0.724,0.807
0.700606479,0,0.993,23.5,0.004549,1.22,0.0171,85.82,5.08,6280,2.449,1.366
0.701944362,0,0.641,211,0.013524,0.8,0.0125,89.52,8.48,4236,0.539,0.528
0.702739679,0,1.379,65.1,0.008044,0.73,0.0145,74.58,2.79,5269,0.836,0.819
0.703399912,0,0.823,531,0.021683,2.15,0.0155,86.36,6.19,5955,0.91,0.999
0.704541784,0,1.0726,275,0.015531,1.72,0.0161,84.94,4.7,6063,1.012,1.117
0.705174384,0,1.11196,375000,13.434557,366.76,0.0097,60.73,27.82,3354,0.25,0.245
0.70544189,0,1.772,134,0.010659,1.04,0.0155,83.68,2.979,5838,0.897,0.992
0.70544824,0,2.9423,462,0.222063,20.03,0.015,20.54,1.281,5717,0.826,0.917
0.705455349,0,2.469,74.9,0.008025,0.64,0.0145,77.67,2.092,5383,0.736,0.824
0.705816203,0,5.55,149,0.145356,15.33,0.0158,9.7,1.15,6106,0.966,1.043
0.705891195,0,5.281,15,0.003731,1,0.0214,63.82,1.159,10346,2.449,2.609
0.706423768,0,1.0597,46.1,0.006706,1.16,0.0162,79.02,3.73,6514,1.585,1.127
0.706428634,0,1.75182,372000,0.592721,47.64,0.014,85.35,4.855,4429,0.736,0.733
0.706430188,0,1.301,50.8,0.006559,0.41,0.0129,85.92,4.05,5037,0.568,0.574
0.708563091,0,6.347,415,0.217374,15.38,0.0139,11.64,1.221,5271,0.648,0.718
0.708621057,0,1.5041,188,0.012345,1.2,0.0149,89.49,3.689,5422,0.887,0.874
0.708726708,0,0.753,314,0.016379,0.92,0.0125,87.73,7.05,4607,0.515,0.522
0.7088055,0,3.6789,17600,0.414325,41.08,0.0153,41.28,1.648,5989,0.908,0.95
0.708965461,0,3.946,87.2,0.008974,1.13,0.0164,62.45,1.347,6528,1.155,1.177
0.70914232,0,1.936,2560,0.096073,7.27,0.0136,50.42,1.584,5350,0.693,0.663
0.70965042,0,1.318,223,0.013629,1.49,0.0148,88,4.17,5618,1.002,0.865
0.71059239,0,4.92,281,0.019379,3.92,0.0182,18.91,1.02,7454,1.853,1.602
0.710894157,0,1.0183,123,0.010152,1.16,0.0159,88.58,5.373,5862,1.049,1.064
0.711966971,0,2.0221,6230,0.367816,33.34,0.0141,48.11,1.899,5486,0.83,0.741
0.71538172,,5,,,,,,,,,
0.715802309,0,1.5586,2210,0.308722,25.52,0.0147,47.55,1.853,5239,0.757,0.841
0.715825886,0,1.212,40.6,0.005801,0.58,0.0153,88.75,4.55,5640,0.909,0.924
0.716531851,0,0.655,78.9,0.009893,1.11,0.0149,77.61,4.14,5552,1.03,0.863
0.716709761,0,0.6969,68.4,0.011089,1.42,0.0149,60.71,2.02,6109,1.173,0.85
0.716709897,0,0.7466,933,0.222864,66.73,0.0146,62.96,2.6,5173,2.742,0.811
0.718643659,0,2.51246,125000,0.498569,50.85,0.0155,70.96,2.8278,5853,0.934,0.967
0.71957289,,1.79,,,,,,,,,
0.719741,0,2.628,32.2,0.005218,0.57,0.0162,82.55,2.12,6014,0.993,1.101
0.720460644,0,1.7846,2110,0.323073,37.33,0.0163,42.08,1.713,6304,1.058,1.11
0.720589427,0,4.329,70,0.008091,1.95,0.0201,59.8,1.27285,8497,2.211,2.095
0.721335207,0,1.509,31.8,0.005213,0.54,0.0158,88.41,3.698,6328,0.948,1.012
0.721522907,0,1.4521,22500,0.161792,11.04,0.0134,75.08,3.227,4893,0.625,0.614
0.721624431,0,2.54242,158000,0.520137,40.61,0.0139,73.16,2.9512,5067,0.715,0.686
0.72359699,0,1.326,496,0.02155,6.73,0.0198,80.03,3.51,8855,2.858,1.964
0.723947772,0,2.125,243,0.164888,52.16,0.0147,24.74,1.264,5160,2.897,0.812
0.727331746,0,0.8323,357,0.017336,0.67,0.0115,88.7,6.74,3460,0.356,0.385
0.729724346,0,2.699,23,0.004528,0.51,0.016,74.16,1.915,6084,1.03,1.03
0.73093905,0,2.8437,451,0.018735,1.45,0.0142,89.5,2.089,4768,0.711,0.714
0.730943372,0,3.004,135,0.011722,1.37,0.0163,57.19,1.462,6143,1.067,1.085
0.73094589,0,4.32,250,0.184858,17.12,0.0155,13.27,1.201,5901,0.848,0.938
0.73094701,0,4.223,228,0.173153,15.83,0.0155,13.38,1.19,5767,0.837,0.927
0.730947169,0,4.396,248,0.160013,14.43,0.0155,13.74,1.177,5514,0.826,0.926
0.730949487,0,2.367,87.3,0.0098,1.27,0.0169,56.3,1.549,6238,1.191,1.204
0.73095491,0,2.206,29.6,0.005089,0.88,0.0175,80.1,2.414,6454,1.587,1.336
0.730956716,0,2.097,27.8,0.004837,0.57,0.0159,87.29,2.72,6028,1.078,0.994
0.730964241,0,2.483,44,0.006188,0.99,0.0164,77.58,2.132,5929,1.463,1.107
0.73240662,0,4.33,329,0.018844,3.65,0.0185,41.83,1.16,7392,1.772,1.563
0.733724504,0,2.208,45.9,0.006287,0.96,0.0154,84.22,2.548,6175,1.405,0.904
0.733726452,0,2.309,115,0.009885,0.86,0.0152,83.14,2.43,5855,0.797,0.885
0.734426335,0,2.7415,99100,0.472261,51.42,0.0163,67.63,2.55,6108,0.997,1.072
0.734426409,0,1.569,94.1,0.008968,0.98,0.0162,89.39,3.65,6406,1.005,1.057
0.73452496,,6.7,,,,,,,,,
0.734548624,0,2.207,58.6,0.007602,0.84,0.0165,67.08,1.917,6046,1.007,1.111
0.734573766,0,1.295,68.4,0.007524,0.86,0.0151,89.42,4.4,5602,1.051,0.851
0.735146413,0,5.053,275,0.207343,168.34,0.022,11.73,1.217,6611,7.435,2.61
0.73553763,,2,,,,,,,,,
0.73619448,0,1.1148,247,0.015429,1.84,0.0167,79.68,3.85,6355,1.09,1.134
0.738527259,0,1.2174,423,0.194328,49.08,0.0175,42.97,1.601,5869,2.313,1.302
0.739404894,0,1.753,247,0.013845,0.94,0.0136,88.67,3.31,4205,0.624,0.614
0.73975345,0,4.2,482,0.020433,2.09,0.0153,67.89,1.396,5271,0.935,0.869
0.739761008,0,7.589,292,0.253101,9.67,0.0113,9.74,1.254,3417,0.35,0.354
0.739769962,0,1.95901,20700,0.407995,82.29,0.0165,60.12,2.4326,6465,1.847,1.101
0.740926358,0,1.0163,196,0.012828,1.22,0.0153,87.91,5.561,5618,0.874,0.87
0.741057213,0,1.05299,2000,0.314771,26.67,0.0152,58.26,2.39,5496,0.776,0.869
0.741768294,0,0.4164,60.3,0.210554,72.36,0.0186,60.2,2.42,5897,3.147,1.566
0.742957911,0,0.6688,843,0.027073,1.47,0.0128,88.93,8.63,3731,0.498,0.509
0.743495989,0,2.255,173,0.157758,11.82,0.0146,21.75,1.232,5345,0.686,0.747
0.745086745,0,4.29,270,0.015692,1.29,0.0151,61.82,1.325,5325,0.75,0.84
0.750737313,0,1.712,38.8,0.005752,0.48,0.0153,81.33,3.07,5151,0.761,0.874
0.750744255,0,1.7921,171,0.166834,17.07,0.0162,25.83,1.282,6187,0.937,1.011
0.751408792,0,2.2974,17500,0.420608,41.48,0.0154,54.95,2.163,5697,0.903,0.857
0.752158047,0,2.42733,37900,0.439788,106.66,0.0175,61.04,2.3895,5770,2.221,1.255
0.752159702,0,2.3621,3430,0.340826,43.73,0.0162,39.95,1.659,5916,1.175,0.995
0.754457729,0,0.5891,248,0.01586,2.07,0.0158,84.79,7.46,5561,1.193,0.925
0.75499096,0,2.485,216,0.01349,1.39,0.016,82.05,2.32,5743,0.946,0.953
0.755049082,0,2.09643,26100,0.448547,30.47,0.0138,60.59,2.4952,5242,0.622,0.616
0.75509861,0,2.6423,60300,0.458574,60.74,0.0155,63.51,2.446,6038,1.213,0.864
0.755101141,0,3.371,76.7,0.008231,0.19,0.0092,71.5,1.648,3256,0.207,0.184
0.755101928,0,3.044,120,0.010157,0.91,0.0153,75.4,1.841,5465,0.819,0.84
0.755103143,0,2.885,43.8,0.006402,1.49,0.0174,67.25,1.713,5996,2.128,1.226
0.755105584,0,5.02374,250000,0.58683,76.26,0.0173,68.32,1.9809,6592,1.19,1.211
0.755109106,0,2.967,106,0.009553,0.85,0.0157,75.49,1.876,5452,0.815,0.91
0.755109271,0,2.619,23.2,0.004451,0.47,0.0153,79.07,2.136,5606,0.962,0.829
0.755111225,0,3.164,168,0.012635,1.38,0.0163,63.85,1.575,5780,1,1
0.756511623,0,2.81832,41600,0.500222,77.4,0.0171,57.06,2.2358,6343,1.417,1.157
0.757261281,0,0.905,36.5,0.005586,0.58,0.0163,86.99,6.12,5651,0.953,0.998
0.758354475,0,4.56811,582000,0.747799,149.44,0.0186,83.46,2.4485,7131,1.83,1.483
0.758355704,0,4.4135,9570,0.102661,8.78,0.0155,50.44,1.3286,5629,0.783,0.875
0.759706632,0,1.0896,39.7,0.006034,1.38,0.0206,83.57,4.64,8621,2.094,2.018
0.759740194,0,3.252,42.5,0.006119,0.67,0.0169,73.19,1.719,6046,1.007,1.111
0.759755409,0,2.734,70,0.007807,0.91,0.0172,77.07,2.033,6090,1.071,1.173
0.759762021,0,4.912,227,0.197356,24.2,0.0171,11.71,1.208,6386,1.123,1.161
0.759763198,0,3.083,203,0.013444,1.2,0.0158,70.93,1.749,5520,0.818,0.917
